date,portfolio_return,benchmark_return,turnover,cost,nav
2024-06-13,0.007235171528952056,0.0020134171606567275,0.0,0.0,2.855026717612922
2024-06-14,0.003551498663372732,0.0006085511814017952,0.0,0.0,2.8651663411844175
2024-06-17,0.010748105676583608,0.007958878666148417,0.0,0.0,2.895961451800458
2024-06-18,0.006788657559920969,0.002540590655329966,0.0,0.0,2.915621142403463
2024-06-20,-0.003633169248271179,-0.002716531138375,0.0,0.0,2.9050281973292735
2024-06-21,-0.00874919056596844,-0.0013407061120768171,0.0,0.0,2.879611552031328
2024-06-24,-0.0004210997528080469,-0.0032506271036742973,0.0,0.0,2.8783989483185843
2024-06-25,-0.0006506475477728866,0.0038508488183874867,0.0,0.0,2.876526125101349
2024-06-26,-0.0008491225559740635,0.0012482662333517247,0.0,0.0,2.874083601885677
2024-06-27,-0.003027180490139614,0.0015762947568378483,0.0,0.0,2.8653832320790187
2024-06-28,0.003938778728575659,-0.003935105210455703,0.0,0.0,2.876669342602749
2024-07-01,0.00902388478067733,0.0020581176325360495,0.5,0.0005,2.9026280753025033
2024-07-02,0.009742642856016339,0.0067298539204248,0.0,0.0,2.9309073439840216
2024-07-03,0.00910954281433159,0.0044624041429344175,0.0,0.0,2.957606569918883
2024-07-05,-0.0005840106245523391,0.005766470977847771,0.0,0.0,2.9558792962588045
2024-07-08,0.0031317155412595504,0.0011540527239508602,0.0,0.0,2.9651362693889856
2024-07-09,0.0038494795257766343,0.000972367545504893,0.0,0.0,2.976550500749136
2024-07-10,0.00898483938444975,0.009895306302644569,0.0,0.0,3.0032943289180705
2024-07-11,-0.011255546822197898,-0.008622613418480696,0.0,0.0,2.969490608978092
2024-07-12,0.0016508714342537976,0.00630765672971445,0.0,0.0,2.974392856198739
2024-07-15,0.011406261042112514,0.0027500089307683773,0.0,0.0,3.0083195575583366
2024-07-16,0.011080126669291784,0.00593008157149999,0.0,0.0,3.0416521193177903
2024-07-17,-0.013077488517338802,-0.014021065689695633,0.0,0.0,3.001874948653673
2024-07-18,-0.010801567024233757,-0.007684925119563979,0.0,0.0,2.969449995197422
2024-07-19,-0.011123189293804488,-0.006640492151253841,0.0,0.0,2.936420240802354
2024-07-22,0.009279928509261447,0.01030981082560789,0.0,0.0,2.9636700107101484
2024-07-23,-0.0017151783053593994,-0.0015682968092159966,0.0,0.0,2.958586788203534
2024-07-24,-0.02681097963579749,-0.022662813326321696,0.0,0.0,2.8792641780742696
2024-07-25,-0.0033944093029352916,-0.005210277592075707,0.0,0.0,2.8694907769626057
2024-07-26,0.00679019987337613,0.011199596088110608,0.0,0.0,2.888975192872991
2024-07-29,-0.003628882186859667,0.000587894119994381,0.0,0.0,2.878491442257295
2024-07-30,-0.0060349757273856445,-0.005066349189026043,0.0,0.0,2.8611198162717852
2024-07-31,0.02363901518239662,0.016254353742091165,0.0,0.0,2.92875387104729
2024-08-01,-0.022288459665060847,-0.014160915867679535,0.5,0.0005,2.8634764585235613
2024-08-02,-0.022478657353172674,-0.01861838901608237,0.0,0.0,2.799109352373534
2024-08-05,-0.02823023520115638,-0.029123528419115585,0.0,0.0,2.7200898370022726
2024-08-06,0.008859996750748745,0.009219464337444139,0.0,0.0,2.7441898241198577
2024-08-07,-0.00885848460521126,-0.0066839961423128536,0.0,0.0,2.7198804608091147
2024-08-08,0.023197098707199895,0.023117434674506,0.0,0.0,2.782973796330288
2024-08-09,0.00424167050129315,0.004409517803309226,0.0,0.0,2.7947782541880537
2024-08-12,0.0018977898266449137,0.0005254581184506169,0.0,0.0,2.8000821559265807
2024-08-13,0.014241146545985687,0.01644577424108906,0.0,0.0,2.839958536249931
2024-08-14,0.008662273082625927,0.0031543761047387875,0.0,0.0,2.8645590326342627
2024-08-15,0.015957987826245867,0.017140478481051602,0.0,0.0,2.910271630804603
2024-08-16,0.005551515621539305,0.0022419791525347676,0.0,0.0,2.9264280492259376
